typ;id;model_id;kod_kreskowy;numer_egzemplarza;stara_nazwa;nowa_nazwa;zmieniono;reguly;status_po;podejrzane_powody
MODEL_SPRZETU;532;532;0000000002620;;Kabel USB - micro USB 1,5m;Kabel USB - micro USB 1,5m;NIE;;OK;
MODEL_SPRZETU;533;533;0000000001332;;Kabel USB B 1,5m;Kabel USB B 1,5m;NIE;;OK;
MODEL_SPRZETU;534;534;0200000000580;;Kabel USB C - USB C (FX6);Kabel USB C - USB C (FX6);NIE;;OK;
EGZEMPLARZ_SPRZETU;2701;534;0000000003562;1;Kabel USB C - USB C;Kabel USB C - USB C;NIE;;OK;
EGZEMPLARZ_SPRZETU;2702;534;0000000003578;2;Kabel USB C - USB C;Kabel USB C - USB C;NIE;;OK;
MODEL_SPRZETU;535;535;0000000002622;;Kabel USB C 0,4m;Kabel USB C 0,4m;NIE;;OK;
MODEL_SPRZETU;536;536;0000000002599;;Kabel USB C 1,0m;Kabel USB C 1,0m;NIE;;OK;
MODEL_SPRZETU;537;537;0000000001558;;Kabel antenowy;Kabel antenowy;NIE;;OK;
MODEL_SPRZETU;538;538;0200000000475;;Kamera Blackmagic Studio Camera 4K Pro;Kamera Blackmagic Studio Camera 4K Pro;NIE;;OK;
EGZEMPLARZ_SPRZETU;1895;538;0000000002557;1;Kamera Blackmagic Studio Camera 4K Pro;Kamera Blackmagic Studio Camera 4K Pro;NIE;;OK;
EGZEMPLARZ_SPRZETU;1896;538;0000000002558;2;Kamera Blackmagic Studio Camera 4K Pro;Kamera Blackmagic Studio Camera 4K Pro;NIE;;OK;
EGZEMPLARZ_SPRZETU;1897;538;0000000002559;3;Kamera Blackmagic Studio Camera 4K Pro;Kamera Blackmagic Studio Camera 4K Pro;NIE;;OK;
EGZEMPLARZ_SPRZETU;1898;538;0000000002560;4;Kamera Blackmagic Studio Camera 4K Pro;Kamera Blackmagic Studio Camera 4K Pro;NIE;;OK;
EGZEMPLARZ_SPRZETU;1899;538;0000000002561;5;Kamera Blackmagic Studio Camera 4K Pro;Kamera Blackmagic Studio Camera 4K Pro;NIE;;OK;
MODEL_SPRZETU;539;539;0200000000570;;Kamera Sony PXW-FX6;Kamera Sony PXW-FX6;NIE;;OK;
EGZEMPLARZ_SPRZETU;2674;539;0000000003550;1;Kamera Sony PXW-FX6;Kamera Sony PXW-FX6;NIE;;OK;
EGZEMPLARZ_SPRZETU;2675;539;0000000003566;2;Kamera Sony PXW-FX6;Kamera Sony PXW-FX6;NIE;;OK;
MODEL_SPRZETU;540;540;0200000000027;;Kamera Sony PXW-X70;Kamera Sony PXW-X70;NIE;;OK;
EGZEMPLARZ_SPRZETU;1302;540;0000000000062;1;Kamera Sony PXW-X70;Kamera Sony PXW-X70;NIE;;OK;
EGZEMPLARZ_SPRZETU;1303;540;0000000000063;2;Kamera Sony PXW-X70;Kamera Sony PXW-X70;NIE;;OK;
EGZEMPLARZ_SPRZETU;1304;540;0000000000064;3;Kamera Sony PXW-X70;Kamera Sony PXW-X70;NIE;;OK;
EGZEMPLARZ_SPRZETU;1305;540;0000000000065;4;Kamera Sony PXW-X70;Kamera Sony PXW-X70;NIE;;OK;
EGZEMPLARZ_SPRZETU;1306;540;0000000000066;5;Kamera Sony PXW-X70;Kamera Sony PXW-X70;NIE;;OK;
EGZEMPLARZ_SPRZETU;1307;540;0000000000067;6;Kamera Sony PXW-X70;Kamera Sony PXW-X70;NIE;;OK;
EGZEMPLARZ_SPRZETU;1308;540;0000000000068;7;Kamera Sony PXW-X70;Kamera Sony PXW-X70;NIE;;OK;
MODEL_SPRZETU;541;541;0200000000201;;Kamera internetowa Logitech C 920;Kamera internetowa Logitech C 920;NIE;;OK;
EGZEMPLARZ_SPRZETU;1036;541;0000000001051;1;Kamera internetowa Logitech C 920;Kamera internetowa Logitech C 920;NIE;;OK;
MODEL_SPRZETU;542;542;0200000000578;;Karta Lexar CFexpress 4.0 Pro Gold, VPG400, R1800/W1650 (Type A) 1TB;Karta Lexar CFexpress 4.0 Pro Gold, VPG400, R1800/W1650 (Type A) 1TB;NIE;;OK;
EGZEMPLARZ_SPRZETU;2691;542;0000000003559;1;Karta Lexar CFexpress 4.0 Pro Gold, VPG400, R1800/W1650 (Type A) 1TB;Karta Lexar CFexpress 4.0 Pro Gold, VPG400, R1800/W1650 (Type A) 1TB;NIE;;OK;
EGZEMPLARZ_SPRZETU;2692;542;0000000003560;2;Karta Lexar CFexpress 4.0 Pro Gold, VPG400, R1800/W1650 (Type A) 1TB;Karta Lexar CFexpress 4.0 Pro Gold, VPG400, R1800/W1650 (Type A) 1TB;NIE;;OK;
EGZEMPLARZ_SPRZETU;2693;542;0000000003575;3;Karta Lexar CFexpress 4.0 Pro Gold, VPG400, R1800/W1650 (Type A) 1TB;Karta Lexar CFexpress 4.0 Pro Gold, VPG400, R1800/W1650 (Type A) 1TB;NIE;;OK;
EGZEMPLARZ_SPRZETU;2694;542;0000000003576;4;Karta Lexar CFexpress 4.0 Pro Gold, VPG400, R1800/W1650 (Type A) 1TB;Karta Lexar CFexpress 4.0 Pro Gold, VPG400, R1800/W1650 (Type A) 1TB;NIE;;OK;
MODEL_SPRZETU;543;543;0200000000130;;Karta przechwytująca HDMI;Karta przechwytująca HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;623;543;0000000000657;1;CAM LINK Elgato 4K;CAM LINK Elgato 4K;NIE;;OK;
EGZEMPLARZ_SPRZETU;624;543;0000000000659;1;AverMedia Live Gamer Portable 2;AverMedia Live Gamer Portable 2;NIE;;OK;
EGZEMPLARZ_SPRZETU;625;543;0000000000658;2;CAM LINK Elgato 4K;CAM LINK Elgato 4K;NIE;;OK;
MODEL_SPRZETU;544;544;0200000000211;;KeyDigital KD-1x4CSK splitter HDMI 1:4 4K;KeyDigital KD-1x4CSK splitter HDMI 1:4 4K;NIE;;OK;
EGZEMPLARZ_SPRZETU;1142;544;0000000001125;1;KeyDigital KD-1x4CSK splitter HDMI 1:4 4K;KeyDigital KD-1x4CSK splitter HDMI 1:4 4K;NIE;;OK;
EGZEMPLARZ_SPRZETU;1143;544;0000000001126;2;KeyDigital KD-1x4CSK splitter HDMI 1:4 4K;KeyDigital KD-1x4CSK splitter HDMI 1:4 4K;NIE;;OK;
MODEL_SPRZETU;545;545;0200000000210;;KeyDigital KD-DA1x4X splitter HDMI 1:4 4K;KeyDigital KD-DA1x4X splitter HDMI 1:4 4K;NIE;;OK;
EGZEMPLARZ_SPRZETU;1141;545;0000000001124;1;KeyDigital KD-DA1x4X splitter HDMI 1:4 4K;KeyDigital KD-DA1x4X splitter HDMI 1:4 4K;NIE;;OK;
MODEL_SPRZETU;546;546;0200000000212;;KeyDigital KD-HD1x4ProK splitter HDMI 1:4 4K;KeyDigital KD-HD1x4ProK splitter HDMI 1:4 4K;NIE;;OK;
EGZEMPLARZ_SPRZETU;1144;546;0000000001127;1;KeyDigital KD-HD1x4ProK splitter HDMI 1:4 4K;KeyDigital KD-HD1x4ProK splitter HDMI 1:4 4K;NIE;;OK;
EGZEMPLARZ_SPRZETU;1145;546;0000000001128;2;KeyDigital KD-HD1x4ProK splitter HDMI 1:4 4K;KeyDigital KD-HD1x4ProK splitter HDMI 1:4 4K;NIE;;OK;
EGZEMPLARZ_SPRZETU;1146;546;0000000001129;3;KeyDigital KD-HD1x4ProK splitter HDMI 1:4 4K;KeyDigital KD-HD1x4ProK splitter HDMI 1:4 4K;NIE;;OK;
MODEL_SPRZETU;547;547;0200000000209;;KeyDigital KD-HDDA1x8 Splitter HDMI 1:8;KeyDigital KD-HDDA1x8 Splitter HDMI 1:8;NIE;;OK;
EGZEMPLARZ_SPRZETU;1138;547;0000000001123;1;KeyDigital KD-HDDA1x8 Splitter HDMI 1:8;KeyDigital KD-HDDA1x8 Splitter HDMI 1:8;NIE;;OK;
MODEL_SPRZETU;548;548;0200000000590;;Kierunkowy mikrofon nagłowy DPA 4288-DP-F-F90-LH CORE+, kolor beżowy;Kierunkowy mikrofon nagłowy DPA 4288-DP-F-F90-LH CORE+, kolor beżowy;NIE;;OK;
EGZEMPLARZ_SPRZETU;2708;548;0000000003588;1;Kierunkowy mikrofon nagłowy DPA 4288-DP-F-F90-LH CORE+, kolor beżowy;Kierunkowy mikrofon nagłowy DPA 4288-DP-F-F90-LH CORE+, kolor beżowy;NIE;;OK;
EGZEMPLARZ_SPRZETU;2709;548;0000000003594;2;Kierunkowy mikrofon nagłowy DPA 4288-DP-F-F90-LH CORE+, kolor beżowy;Kierunkowy mikrofon nagłowy DPA 4288-DP-F-F90-LH CORE+, kolor beżowy;NIE;;OK;
MODEL_SPRZETU;549;549;0000000002314;;Klamra spinająca podesty Alustage SCD-47;Klamra spinająca podesty Alustage SCD-47;NIE;;OK;
MODEL_SPRZETU;550;550;0000000002311;;Klamra łącząca 2 nogi podestu Alustage SCD-20;Klamra łącząca 2 nogi podestu Alustage SCD-20;NIE;;OK;
MODEL_SPRZETU;551;551;0000000002668;;Klapka prądowa 6 gniazdowa LANBERG;Klapka prądowa 6 gniazdowa LANBERG;NIE;;OK;
MODEL_SPRZETU;552;552;0200000000571;;Klatka Tilta ES-T20-A;Klatka Tilta ES-T20-A;NIE;;OK;
EGZEMPLARZ_SPRZETU;2676;552;0000000003551;1;Klatka Tilta ES-T20-A;Klatka Tilta ES-T20-A;NIE;;OK;
EGZEMPLARZ_SPRZETU;2677;552;0000000003567;2;Klatka Tilta ES-T20-A;Klatka Tilta ES-T20-A;NIE;;OK;
MODEL_SPRZETU;553;553;0200000000193;;Klawiatura + mysz bezprzewodowa Tracer BARTIX II RF NANO;Klawiatura + mysz bezprzewodowa Tracer BARTIX II RF NANO;NIE;;OK;
EGZEMPLARZ_SPRZETU;1002;553;0000000001033;1;Klawiatura + mysz bezprzewodowa Tracer BARTIX II RF NANO;Klawiatura + mysz bezprzewodowa Tracer BARTIX II RF NANO;NIE;;OK;
EGZEMPLARZ_SPRZETU;1003;553;0000000001034;2;Klawiatura + mysz bezprzewodowa Tracer BARTIX II RF NANO;Klawiatura + mysz bezprzewodowa Tracer BARTIX II RF NANO;NIE;;OK;
MODEL_SPRZETU;554;554;0000000001466;;Klawiatura Dell KB216;Klawiatura Dell KB216;NIE;;OK;
MODEL_SPRZETU;555;555;0000000001467;;Klawiatura Logitech K120;Klawiatura Logitech K120;NIE;;OK;
MODEL_SPRZETU;556;556;0200000000465;;Klawiatura USB-C Slim W3;Klawiatura USB-C Slim W3;NIE;;OK;
EGZEMPLARZ_SPRZETU;1878;556;0000000002533;1;Klawiatura USB-C Slim W3;Klawiatura USB-C Slim W3;NIE;;OK;
EGZEMPLARZ_SPRZETU;1879;556;0000000002534;2;Klawiatura USB-C Slim W3;Klawiatura USB-C Slim W3;NIE;;OK;
EGZEMPLARZ_SPRZETU;1880;556;0000000002535;3;Klawiatura USB-C Slim W3;Klawiatura USB-C Slim W3;NIE;;OK;
EGZEMPLARZ_SPRZETU;1881;556;0000000002536;4;Klawiatura USB-C Slim W3;Klawiatura USB-C Slim W3;NIE;;OK;
MODEL_SPRZETU;557;557;0000000002661;;Klucz Torx Waart CR-V T25;Klucz Torx Waart CR-V T25;NIE;;OK;
MODEL_SPRZETU;558;558;0000000002679;;Klucz imbusowy 6mm Rickmann;Klucz imbusowy 6mm Rickmann;NIE;;OK;
MODEL_SPRZETU;559;559;0000000002660;;Klucz nasadowy Top Tools;Klucz nasadowy Top Tools;NIE;;OK;
MODEL_SPRZETU;560;560;0000000002640;;Klucz płaski 19mm;Klucz płaski 19mm;NIE;;OK;
MODEL_SPRZETU;561;561;0000000002641;;Klucz płaski 29mm;Klucz płaski 29mm;NIE;;OK;
MODEL_SPRZETU;562;562;0200000000435;;Kolumna pasywna L'Acoustics KS 21;Kolumna pasywna L'Acoustics KS 21;NIE;;OK;
EGZEMPLARZ_SPRZETU;1720;562;0000000001809;1;Kolumna pasywna L'Acoustics KS 21;Kolumna pasywna L'Acoustics KS 21;NIE;;OK;
EGZEMPLARZ_SPRZETU;1721;562;0000000001810;2;Kolumna pasywna L'Acoustics KS 21;Kolumna pasywna L'Acoustics KS 21;NIE;;OK;
MODEL_SPRZETU;563;563;0200000000160;;Kolumna pasywna L'Acoustics X12;Kolumna pasywna L'Acoustics X12;NIE;;OK;
EGZEMPLARZ_SPRZETU;786;563;0000000000807;1;Kolumna pasywna L'Acoustics X12;Kolumna pasywna L'Acoustics X12;NIE;;OK;
EGZEMPLARZ_SPRZETU;787;563;0000000000812;2;Kolumna pasywna L'Acoustics X12;Kolumna pasywna L'Acoustics X12;NIE;;OK;
EGZEMPLARZ_SPRZETU;788;563;0000000000808;3;Kolumna pasywna L'Acoustics X12;Kolumna pasywna L'Acoustics X12;NIE;;OK;
EGZEMPLARZ_SPRZETU;789;563;0000000000809;4;Kolumna pasywna L'Acoustics X12;Kolumna pasywna L'Acoustics X12;NIE;;OK;
MODEL_SPRZETU;564;564;0200000000159;;Kolumna pasywna L'Acoustics X8;Kolumna pasywna L'Acoustics X8;NIE;;OK;
EGZEMPLARZ_SPRZETU;780;564;0000000000803;1;Kolumna pasywna L'Acoustics X8;Kolumna pasywna L'Acoustics X8;NIE;;OK;
EGZEMPLARZ_SPRZETU;781;564;0000000000804;2;Kolumna pasywna L'Acoustics X8;Kolumna pasywna L'Acoustics X8;NIE;;OK;
EGZEMPLARZ_SPRZETU;782;564;0000000000805;3;Kolumna pasywna L'Acoustics X8;Kolumna pasywna L'Acoustics X8;NIE;;OK;
EGZEMPLARZ_SPRZETU;783;564;0000000000806;4;Kolumna pasywna L'Acoustics X8;Kolumna pasywna L'Acoustics X8;NIE;;OK;
MODEL_SPRZETU;565;565;0200000000528;;Komputer PCS Jupiter H610B;Komputer PCS Jupiter H610B;NIE;;OK;
EGZEMPLARZ_SPRZETU;1973;565;0000000002657;1;Komputer PCS Jupiter H610B;Komputer PCS Jupiter H610B;NIE;;OK;
EGZEMPLARZ_SPRZETU;1974;565;0000000002663;2;Komputer PCS Jupiter H610B;Komputer PCS Jupiter H610B;NIE;;OK;
EGZEMPLARZ_SPRZETU;1975;565;0000000002664;3;Komputer PCS Jupiter H610B;Komputer PCS Jupiter H610B;NIE;;OK;
EGZEMPLARZ_SPRZETU;1976;565;0000000002665;4;Komputer PCS Jupiter H610B;Komputer PCS Jupiter H610B;NIE;;OK;
MODEL_SPRZETU;566;566;0200000000493;;Komputer stacjonarny SFF Dell Precision 3440;Komputer stacjonarny SFF Dell Precision 3440;NIE;;OK;
EGZEMPLARZ_SPRZETU;1955;566;0000000002601;101;Komputer stacjonarny SFF Dell Precision 3440;Komputer stacjonarny SFF Dell Precision 3440;NIE;;OK;
EGZEMPLARZ_SPRZETU;1956;566;0000000002602;102;Komputer stacjonarny SFF Dell Precision 3440;Komputer stacjonarny SFF Dell Precision 3440;NIE;;OK;
EGZEMPLARZ_SPRZETU;1957;566;0000000002603;103;Komputer stacjonarny SFF Dell Precision 3440;Komputer stacjonarny SFF Dell Precision 3440;NIE;;OK;
EGZEMPLARZ_SPRZETU;1958;566;0000000002604;104;Komputer stacjonarny SFF Dell Precision 3440;Komputer stacjonarny SFF Dell Precision 3440;NIE;;OK;
MODEL_SPRZETU;567;567;0200000000158;;Koncowka mocy L'Acoustics LA4X;Koncowka mocy L'Acoustics LA4X;NIE;;OK;
EGZEMPLARZ_SPRZETU;776;567;0000000000802;1;Koncowka mocy L'Acoustics LA4X;Koncowka mocy L'Acoustics LA4X;NIE;;OK;
EGZEMPLARZ_SPRZETU;777;567;0000000000810;2;Koncowka mocy L'Acoustics LA4X;Koncowka mocy L'Acoustics LA4X;NIE;;OK;
EGZEMPLARZ_SPRZETU;778;567;0000000000811;3;Koncowka mocy L'Acoustics LA4X;Koncowka mocy L'Acoustics LA4X;NIE;;OK;
EGZEMPLARZ_SPRZETU;779;567;0000000001811;4;Koncowka mocy L'Acoustics LA4X;Koncowka mocy L'Acoustics LA4X;NIE;;OK;
MODEL_SPRZETU;568;568;0200000000045;;Konwerter HDMI -> SDI;Konwerter HDMI -> SDI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1749;568;0000000000176;1;Micro Converter Black Magic Design HDMI na SDI;Micro Converter Black Magic Design HDMI na SDI;NIE;;OK;
MODEL_SPRZETU;569;569;0200000000046;;Konwerter HDMI <-> SDI;Konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1831;569;0000000000177;1;Bidirectional Converter Black Magic Design SDI HDMI;Bidirectional Converter Black Magic Design SDI HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1832;569;0000000000197;1;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1833;569;0000000000206;10;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1834;569;0000000000207;11;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1835;569;0000000000208;12;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1836;569;0000000002496;13;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1837;569;0000000002497;14;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1838;569;0000000002498;15;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1839;569;0000000002499;16;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1840;569;0000000002500;17;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1841;569;0000000002501;18;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1842;569;0000000002502;19;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1843;569;0000000000178;2;Bidirectional Converter Black Magic Design SDI HDMI;Bidirectional Converter Black Magic Design SDI HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1844;569;0000000000198;2;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1845;569;0000000002503;20;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1846;569;0000000002504;21;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1847;569;0000000002505;22;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1848;569;0000000002506;23;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1849;569;0000000002507;24;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1850;569;0000000002508;25;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1851;569;0000000002509;26;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1852;569;0000000000179;3;Bidirectional Converter Black Magic Design SDI HDMI;Bidirectional Converter Black Magic Design SDI HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1853;569;0000000000199;3;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1854;569;0000000000180;4;Bidirectional Converter Black Magic Design SDI HDMI;Bidirectional Converter Black Magic Design SDI HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1855;569;0000000000200;4;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1856;569;0000000000181;5;Bidirectional Converter Black Magic Design SDI HDMI;Bidirectional Converter Black Magic Design SDI HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1857;569;0000000000201;5;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1858;569;0000000000182;6;Bidirectional Converter Black Magic Design SDI HDMI;Bidirectional Converter Black Magic Design SDI HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1859;569;0000000000202;6;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1860;569;0000000000183;7;Bidirectional Converter Black Magic Design SDI HDMI;Bidirectional Converter Black Magic Design SDI HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1861;569;0000000000203;7;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1862;569;0000000000184;8;Bidirectional Converter Black Magic Design SDI HDMI;Bidirectional Converter Black Magic Design SDI HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1863;569;0000000000204;8;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
EGZEMPLARZ_SPRZETU;1864;569;0000000000205;9;Decimator konwerter HDMI <-> SDI;Decimator konwerter HDMI <-> SDI;NIE;;DO_KONTROLI;html_tag
MODEL_SPRZETU;570;570;0200000000044;;Konwerter SDI -> HDMI;Konwerter SDI -> HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1726;570;0000000000164;1;Micro Converter Black Magic Design SDI na HDMI;Micro Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1727;570;0000000000254;1;Mini Converter Black Magic Design SDI na HDMI;Mini Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1728;570;0000000000173;10;Micro Converter Black Magic Design SDI na HDMI;Micro Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1729;570;0000000000174;11;Micro Converter Black Magic Design SDI na HDMI;Micro Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1730;570;0000000000175;12;Micro Converter Black Magic Design SDI na HDMI;Micro Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1731;570;0000000000165;2;Micro Converter Black Magic Design SDI na HDMI;Micro Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1732;570;0000000000255;2;Mini Converter Black Magic Design SDI na HDMI;Mini Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1733;570;0000000000166;3;Micro Converter Black Magic Design SDI na HDMI;Micro Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1734;570;0000000000167;4;Micro Converter Black Magic Design SDI na HDMI;Micro Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1735;570;0000000000168;5;Micro Converter Black Magic Design SDI na HDMI;Micro Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1736;570;0000000000169;6;Micro Converter Black Magic Design SDI na HDMI;Micro Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1737;570;0000000000170;7;Micro Converter Black Magic Design SDI na HDMI;Micro Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1738;570;0000000000171;8;Micro Converter Black Magic Design SDI na HDMI;Micro Converter Black Magic Design SDI na HDMI;NIE;;OK;
EGZEMPLARZ_SPRZETU;1739;570;0000000000172;9;Micro Converter Black Magic Design SDI na HDMI;Micro Converter Black Magic Design SDI na HDMI;NIE;;OK;
MODEL_SPRZETU;571;571;0200000000118;;Kostka dziennikarska Drawmer Kickbox 4x4;Kostka dziennikarska Drawmer Kickbox 4x4;NIE;;OK;
EGZEMPLARZ_SPRZETU;579;571;0000000000620;1;Kostka dziennikarska Drawmer Kickbox 4x4;Kostka dziennikarska Drawmer Kickbox 4x4;NIE;;OK;
MODEL_SPRZETU;572;572;0000000002312;;Kostka samopoziomująca Alustage SCD-03;Kostka samopoziomująca Alustage SCD-03;NIE;;OK;
MODEL_SPRZETU;573;573;0000000001263;;Kotara 3x6m;Kotara 3x6m;NIE;;OK;
MODEL_SPRZETU;574;574;0200000000603;;Koumna Pasywna L'Acoustics Syva;Koumna Pasywna L'Acoustics Syva;NIE;;OK;
EGZEMPLARZ_SPRZETU;2714;574;0000000003606;1;Koumna Pasywna L'Acoustics Syva;Koumna Pasywna L'Acoustics Syva;NIE;;OK;
EGZEMPLARZ_SPRZETU;2715;574;0000000003607;2;Koumna Pasywna L'Acoustics Syva;Koumna Pasywna L'Acoustics Syva;NIE;;OK;
MODEL_SPRZETU;575;575;0200000000601;;Koumna Pasywna L'Acoustics Syva Low;Koumna Pasywna L'Acoustics Syva Low;NIE;;OK;
EGZEMPLARZ_SPRZETU;2712;575;0000000003603;1;Koumna Pasywna L'Acoustics Syva Low;Koumna Pasywna L'Acoustics Syva Low;NIE;;OK;
EGZEMPLARZ_SPRZETU;2713;575;0000000003604;2;Koumna Pasywna L'Acoustics Syva Low;Koumna Pasywna L'Acoustics Syva Low;NIE;;OK;
MODEL_SPRZETU;576;576;0200000000173;;Krause Drabina 3x10;Krause Drabina 3x10;NIE;;OK;
EGZEMPLARZ_SPRZETU;931;576;0000000000949;1;Krause Drabina 3x10;Krause Drabina 3x10;NIE;;OK;
MODEL_SPRZETU;577;577;0200000000604;;L'Acoustics Syva Bar;L'Acoustics Syva Bar;NIE;;OK;
EGZEMPLARZ_SPRZETU;2716;577;0000000003608;1;L'Acoustics Syva Bar;L'Acoustics Syva Bar;NIE;;OK;
EGZEMPLARZ_SPRZETU;2717;577;0000000003609;2;L'Acoustics Syva Bar;L'Acoustics Syva Bar;NIE;;OK;
MODEL_SPRZETU;578;578;0000000003605;;L'Acoustics Syva Base;L'Acoustics Syva Base;NIE;;OK;
MODEL_SPRZETU;579;579;0200000000169;;LEDWash Robe 600X;LEDWash Robe 600X;NIE;;OK;
EGZEMPLARZ_SPRZETU;914;579;0000000000934;1;LEDWash Robe 600X;LEDWash Robe 600X;NIE;;OK;
EGZEMPLARZ_SPRZETU;915;579;0000000000943;10;LEDWash Robe 600X;LEDWash Robe 600X;NIE;;OK;
EGZEMPLARZ_SPRZETU;916;579;0000000000944;11;LEDWash Robe 600X;LEDWash Robe 600X;NIE;;OK;
EGZEMPLARZ_SPRZETU;917;579;0000000000945;12;LEDWash Robe 600X;LEDWash Robe 600X;NIE;;OK;
